"Partner","Trial","PlayerResp","RT","PartnerResp","CoopRate","SocRep","index","Rating","ID"
"A",38,0,325,1,30,"High",5003,5,1
"A",41,1,565,0,30,"High",5006,5,1
"A",85,0,416,0,30,"High",5049,5,1
"A",50,1,193,0,30,"High",5014,5,1
"A",79,1,279,0,30,"High",5043,5,1
"A",76,1,18111,0,30,"High",5040,5,1
"A",81,1,148,0,30,"High",5045,5,1
"A",20,0,720,0,30,"High",4985,5,1
"A",92,1,353,1,30,"High",5056,5,1
"A",10,0,218,0,30,"High",4975,5,1
"A",14,1,1166,0,30,"High",4979,5,1
"A",53,1,848,0,30,"High",5017,5,1
"A",4,1,976,0,30,"High",4969,5,1
"A",45,1,1011,0,30,"High",5009,5,1
"A",6,1,1392,0,30,"High",4971,5,1
"A",61,0,18546,0,30,"High",5025,5,1
"A",100,0,42,0,30,"High",5063,5,1
"A",67,1,229,1,30,"High",5031,5,1
"A",27,0,327,1,30,"High",4992,5,1
"A",69,1,221,0,30,"High",5033,5,1
"A",24,0,250,1,30,"High",4989,5,1
"A",30,1,378,1,30,"High",4995,5,1
"A",34,0,61,0,30,"High",4999,5,1
"A",57,1,464,0,30,"High",5021,5,1
"B",89,1,536,1,70,"Low",5053,5,1
"B",8,0,617,0,70,"Low",4973,5,1
"B",52,1,273,1,70,"Low",5016,5,1
"B",1,1,9406,1,70,"Low",4966,5,1
"B",35,1,215,1,70,"Low",5000,5,1
"B",46,0,289,1,70,"Low",5010,5,1
"B",86,0,435,0,70,"Low",5050,5,1
"B",32,0,214,1,70,"Low",4997,5,1
"B",73,1,294,1,70,"Low",5037,5,1
"B",99,1,207,0,70,"Low",5062,5,1
"B",19,0,647,0,70,"Low",4984,5,1
"B",82,1,118,1,70,"Low",5046,5,1
"B",21,1,229,1,70,"Low",4986,5,1
"B",39,0,209,0,70,"Low",5004,5,1
"B",80,0,173,1,70,"Low",5044,5,1
"B",55,0,305,1,70,"Low",5019,5,1
"B",68,0,355,1,70,"Low",5032,5,1
"B",70,1,271,1,70,"Low",5034,5,1
"B",16,1,465,1,70,"Low",4981,5,1
"B",58,0,226,0,70,"Low",5022,5,1
"B",63,0,775,1,70,"Low",5027,5,1
"B",95,0,574,0,70,"Low",5059,5,1
"B",12,0,511,1,70,"Low",4977,5,1
"B",25,0,651,1,70,"Low",4990,5,1
"C",78,1,110,0,30,"Low",5042,5,1
"C",48,1,234,0,30,"Low",5012,5,1
"C",62,0,867,0,30,"Low",5026,5,1
"C",43,0,411,1,30,"Low",5008,5,1
"C",36,0,278,0,30,"Low",5001,5,1
"C",11,0,45,1,30,"Low",4976,5,1
"C",51,1,64,0,30,"Low",5015,5,1
"C",93,1,499,0,30,"Low",5057,5,1
"C",90,1,596,0,30,"Low",5054,5,1
"C",15,1,1474,0,30,"Low",4980,5,1
"C",3,0,938,0,30,"Low",4968,5,1
"C",88,1,292,0,30,"Low",5052,5,1
"C",40,1,98,0,30,"Low",5005,5,1
"C",18,0,282,0,30,"Low",4983,5,1
"C",60,0,24309,0,30,"Low",5024,5,1
"C",31,1,492,1,30,"Low",4996,5,1
"C",56,0,419,0,30,"Low",5020,5,1
"C",22,0,279,0,30,"Low",4987,5,1
"C",65,1,641,1,30,"Low",5029,5,1
"C",72,0,562,0,30,"Low",5036,5,1
"C",97,1,828,0,30,"Low",5060,5,1
"C",5,0,2753,1,30,"Low",4970,5,1
"C",28,1,224,0,30,"Low",4993,5,1
"C",74,1,418,1,30,"Low",5038,5,1
"C",83,0,1667,0,30,"Low",5047,5,1
"D",37,1,278,1,70,"High",5002,5,1
"D",47,1,179,1,70,"High",5011,5,1
"D",77,0,152,0,70,"High",5041,5,1
"D",94,1,310,1,70,"High",5058,5,1
"D",91,0,233,1,70,"High",5055,5,1
"D",9,0,353,0,70,"High",4974,5,1
"D",7,0,950,0,70,"High",4972,5,1
"D",26,1,270,1,70,"High",4991,5,1
"D",71,1,1256,1,70,"High",5035,5,1
"D",87,1,246,0,70,"High",5051,5,1
"D",2,1,7485,1,70,"High",4967,5,1
"D",49,0,73,1,70,"High",5013,5,1
"D",98,0,284,1,70,"High",5061,5,1
"D",66,0,1061,0,70,"High",5030,5,1
"D",75,0,837,0,70,"High",5039,5,1
"D",64,1,781,0,70,"High",5028,5,1
"D",23,1,289,1,70,"High",4988,5,1
"D",29,0,383,1,70,"High",4994,5,1
"D",84,1,32,1,70,"High",5048,5,1
"D",33,1,211,0,70,"High",4998,5,1
"D",59,1,229,1,70,"High",5023,5,1
"D",17,1,1352,1,70,"High",4982,5,1
"D",13,1,1119,1,70,"High",4978,5,1
"D",54,1,73,1,70,"High",5018,5,1
"D",42,1,549,1,70,"High",5007,5,1
"A",42,0,1246,0,30,"High",1036,1,2
"A",2,1,2323,0,30,"High",997,1,2
"A",68,1,368,0,30,"High",1062,1,2
"A",95,1,410,0,30,"High",1089,1,2
"A",27,0,898,0,30,"High",1022,1,2
"A",34,1,405,0,30,"High",1029,1,2
"A",92,0,672,0,30,"High",1086,1,2
"A",54,0,1467,1,30,"High",1048,1,2
"A",99,0,742,0,30,"High",1093,1,2
"A",5,1,12045,0,30,"High",1000,1,2
"A",45,1,370,0,30,"High",1039,1,2
"A",30,1,418,1,30,"High",1025,1,2
"A",85,1,384,0,30,"High",1079,1,2
"A",82,0,651,1,30,"High",1076,1,2
"A",72,0,1145,0,30,"High",1066,1,2
"A",76,1,750,0,30,"High",1070,1,2
"A",20,1,2657,0,30,"High",1015,1,2
"A",16,1,1288,0,30,"High",1011,1,2
"A",79,0,676,0,30,"High",1073,1,2
"A",50,0,1732,0,30,"High",1044,1,2
"A",64,1,426,0,30,"High",1058,1,2
"A",37,1,297,1,30,"High",1032,1,2
"A",9,0,959,0,30,"High",1004,1,2
"A",59,1,1340,0,30,"High",1053,1,2
"A",22,0,740,0,30,"High",1017,1,2
"B",69,1,383,1,70,"Low",1063,4,2
"B",3,1,21560,1,70,"Low",998,4,2
"B",8,1,881,1,70,"Low",1003,4,2
"B",29,1,633,1,70,"Low",1024,4,2
"B",41,1,2477,1,70,"Low",1035,4,2
"B",83,1,734,0,70,"Low",1077,4,2
"B",88,1,1364,0,70,"Low",1082,4,2
"B",57,0,1367,1,70,"Low",1051,4,2
"B",26,1,855,1,70,"Low",1021,4,2
"B",24,1,923,1,70,"Low",1019,4,2
"B",55,1,412,1,70,"Low",1049,4,2
"B",75,1,33603,1,70,"Low",1069,4,2
"B",77,1,819,1,70,"Low",1071,4,2
"B",46,1,1022,1,70,"Low",1040,4,2
"B",91,1,1268,1,70,"Low",1085,4,2
"B",17,1,818,0,70,"Low",1012,4,2
"B",39,0,1088,1,70,"Low",1034,4,2
"B",49,1,690,1,70,"Low",1043,4,2
"B",11,0,771,1,70,"Low",1006,4,2
"B",36,1,273,0,70,"Low",1031,4,2
"B",96,1,315,0,70,"Low",1090,4,2
"B",65,1,560,0,70,"Low",1059,4,2
"B",13,0,1114,1,70,"Low",1008,4,2
"B",100,1,416,1,70,"Low",1094,4,2
"B",62,1,1025,1,70,"Low",1056,4,2
"C",44,0,726,1,30,"Low",1038,2,2
"C",70,1,671,0,30,"Low",1064,2,2
"C",87,1,677,0,30,"Low",1081,2,2
"C",94,1,608,0,30,"Low",1088,2,2
"C",73,1,381,0,30,"Low",1067,2,2
"C",98,0,901,1,30,"Low",1092,2,2
"C",28,1,495,0,30,"Low",1023,2,2
"C",6,1,1228,0,30,"Low",1001,2,2
"C",80,0,853,1,30,"Low",1074,2,2
"C",12,1,641,1,30,"Low",1007,2,2
"C",60,1,822,0,30,"Low",1054,2,2
"C",1,0,39764,0,30,"Low",996,2,2
"C",56,1,1233,1,30,"Low",1050,2,2
"C",32,1,571,0,30,"Low",1027,2,2
"C",35,1,325,0,30,"Low",1030,2,2
"C",84,1,4058,0,30,"Low",1078,2,2
"C",48,1,679,0,30,"Low",1042,2,2
"C",63,0,775,0,30,"Low",1057,2,2
"C",66,1,264,0,30,"Low",1060,2,2
"C",15,1,844,0,30,"Low",1010,2,2
"C",21,1,956,1,30,"Low",1016,2,2
"C",18,1,862,0,30,"Low",1013,2,2
"C",90,0,15567,0,30,"Low",1084,2,2
"C",52,0,26049,0,30,"Low",1046,2,2
"D",71,1,265,1,70,"High",1065,1,2
"D",7,0,1160,0,70,"High",1002,1,2
"D",74,1,424,1,70,"High",1068,1,2
"D",43,1,466,1,70,"High",1037,1,2
"D",4,0,1511,1,70,"High",999,1,2
"D",78,0,776,1,70,"High",1072,1,2
"D",86,1,227,0,70,"High",1080,1,2
"D",14,0,423,1,70,"High",1009,1,2
"D",33,1,259,1,70,"High",1028,1,2
"D",97,1,314,1,70,"High",1091,1,2
"D",89,1,1143,1,70,"High",1083,1,2
"D",47,1,3153,0,70,"High",1041,1,2
"D",38,1,13143,1,70,"High",1033,1,2
"D",19,1,400,1,70,"High",1014,1,2
"D",81,0,677,1,70,"High",1075,1,2
"D",25,1,1423,0,70,"High",1020,1,2
"D",31,1,821,0,70,"High",1026,1,2
"D",51,1,808,1,70,"High",1045,1,2
"D",23,1,792,1,70,"High",1018,1,2
"D",61,1,308,1,70,"High",1055,1,2
"D",10,0,715,0,70,"High",1005,1,2
"D",58,1,402,1,70,"High",1052,1,2
"D",67,1,259,0,70,"High",1061,1,2
"D",93,1,775,0,70,"High",1087,1,2
"D",53,1,1233,1,70,"High",1047,1,2
"A",95,0,300,1,30,"High",3671,0,3
"A",28,1,1323,0,30,"High",3604,0,3
"A",54,1,456,1,30,"High",3630,0,3
"A",52,1,730,0,30,"High",3628,0,3
"A",6,0,3032,1,30,"High",3582,0,3
"A",46,0,4223,0,30,"High",3622,0,3
"A",38,1,1411,0,30,"High",3614,0,3
"A",87,0,116,0,30,"High",3663,0,3
"A",92,0,362,1,30,"High",3668,0,3
"A",16,0,2995,1,30,"High",3592,0,3
"A",58,0,1045,0,30,"High",3634,0,3
"A",78,0,466,0,30,"High",3654,0,3
"A",3,1,2050,1,30,"High",3579,0,3
"A",19,1,2346,0,30,"High",3595,0,3
"A",73,1,1106,0,30,"High",3649,0,3
"A",98,0,210,0,30,"High",3674,0,3
"A",43,0,1148,0,30,"High",3619,0,3
"A",10,1,1223,0,30,"High",3586,0,3
"A",81,0,693,0,30,"High",3657,0,3
"A",35,0,1372,0,30,"High",3611,0,3
"A",21,1,4623,0,30,"High",3597,0,3
"A",69,0,1125,1,30,"High",3645,0,3
"A",66,0,436,0,30,"High",3642,0,3
"A",61,1,425,1,30,"High",3637,0,3
"A",32,0,945,1,30,"High",3608,0,3
"B",83,0,869,1,70,"Low",3659,0,3
"B",76,1,296,1,70,"Low",3652,0,3
"B",34,0,489,1,70,"Low",3610,0,3
"B",37,1,1277,1,70,"Low",3613,0,3
"B",24,0,853,0,70,"Low",3600,0,3
"B",96,0,393,0,70,"Low",3672,0,3
"B",15,1,2021,1,70,"Low",3591,0,3
"B",1,0,7873,0,70,"Low",3577,0,3
"B",85,1,420,1,70,"Low",3661,0,3
"B",44,1,1154,1,70,"Low",3620,0,3
"B",7,1,6904,1,70,"Low",3583,0,3
"B",89,1,336,1,70,"Low",3665,0,3
"B",55,0,1018,1,70,"Low",3631,0,3
"B",50,0,567,1,70,"Low",3626,0,3
"B",11,0,3439,1,70,"Low",3587,0,3
"B",80,1,521,1,70,"Low",3656,0,3
"B",47,1,960,0,70,"Low",3623,0,3
"B",65,1,832,1,70,"Low",3641,0,3
"B",63,1,765,1,70,"Low",3639,0,3
"B",57,0,602,0,70,"Low",3633,0,3
"B",26,0,1066,1,70,"Low",3602,0,3
"B",17,0,3255,0,70,"Low",3593,0,3
"B",72,0,372,1,70,"Low",3648,0,3
"B",99,0,191,1,70,"Low",3675,0,3
"B",30,0,565,1,70,"Low",3606,0,3
"C",14,1,19248,0,30,"Low",3590,0,3
"C",53,0,680,0,30,"Low",3629,0,3
"C",79,1,365,0,30,"Low",3655,0,3
"C",48,0,1001,0,30,"Low",3624,0,3
"C",86,0,273,0,30,"Low",3662,0,3
"C",97,0,30,0,30,"Low",3673,0,3
"C",41,0,970,0,30,"Low",3617,0,3
"C",12,0,1295,0,30,"Low",3588,0,3
"C",39,0,1536,0,30,"Low",3615,0,3
"C",64,1,2596,0,30,"Low",3640,0,3
"C",8,0,3407,0,30,"Low",3584,0,3
"C",27,0,680,1,30,"Low",3603,0,3
"C",67,1,654,0,30,"Low",3643,0,3
"C",84,0,275,1,30,"Low",3660,0,3
"C",93,0,258,0,30,"Low",3669,0,3
"C",29,0,932,0,30,"Low",3605,0,3
"C",70,0,356,0,30,"Low",3646,0,3
"C",90,0,429,0,30,"Low",3666,0,3
"C",4,0,3972,1,30,"Low",3580,0,3
"C",51,0,596,0,30,"Low",3627,0,3
"C",33,0,435,1,30,"Low",3609,0,3
"C",75,0,9893,0,30,"Low",3651,0,3
"C",20,1,3826,1,30,"Low",3596,0,3
"C",60,0,791,0,30,"Low",3636,0,3
"C",22,0,1652,0,30,"Low",3598,0,3
"D",13,1,1359,1,70,"High",3589,0,3
"D",9,0,1600,0,70,"High",3585,0,3
"D",2,0,3222,1,70,"High",3578,0,3
"D",94,1,318,1,70,"High",3670,0,3
"D",88,0,243,1,70,"High",3664,0,3
"D",77,0,4029,1,70,"High",3653,0,3
"D",23,1,913,1,70,"High",3599,0,3
"D",31,1,880,1,70,"High",3607,0,3
"D",62,0,10890,1,70,"High",3638,0,3
"D",42,1,1349,1,70,"High",3618,0,3
"D",25,1,1016,1,70,"High",3601,0,3
"D",68,1,930,1,70,"High",3644,0,3
"D",18,1,1223,1,70,"High",3594,0,3
"D",59,1,665,0,70,"High",3635,0,3
"D",5,1,4491,1,70,"High",3581,0,3
"D",91,0,784,0,70,"High",3667,0,3
"D",56,1,969,1,70,"High",3632,0,3
"D",36,1,843,0,70,"High",3612,0,3
"D",74,1,642,1,70,"High",3650,0,3
"D",45,0,7088,1,70,"High",3621,0,3
"D",100,1,273,0,70,"High",3676,0,3
"D",40,1,492,1,70,"High",3616,0,3
"D",49,0,408,1,70,"High",3625,0,3
"D",82,1,653,1,70,"High",3658,0,3
"D",71,1,844,1,70,"High",3647,0,3
"A",23,0,7410,0,30,"High",3698,1,4
"A",38,1,1696,0,30,"High",3713,1,4
"A",64,1,1823,1,30,"High",3739,1,4
"A",89,1,1119,1,30,"High",3763,1,4
"A",67,0,2116,0,30,"High",3742,1,4
"A",78,0,123,0,30,"High",3752,1,4
"A",29,0,1407,0,30,"High",3704,1,4
"A",60,1,1713,0,30,"High",3735,1,4
"A",35,1,1052,1,30,"High",3710,1,4
"A",47,0,5129,1,30,"High",3722,1,4
"A",87,0,193,0,30,"High",3761,1,4
"A",7,1,3615,1,30,"High",3682,1,4
"A",16,0,3119,0,30,"High",3691,1,4
"A",50,0,3397,1,30,"High",3725,1,4
"A",25,1,841,0,30,"High",3700,1,4
"A",69,1,4146,0,30,"High",3743,1,4
"A",41,1,7708,0,30,"High",3716,1,4
"A",18,0,2571,0,30,"High",3693,1,4
"A",12,1,1628,0,30,"High",3687,1,4
"A",94,1,438,1,30,"High",3768,1,4
"A",74,0,8,0,30,"High",3748,1,4
"A",81,0,99,1,30,"High",3755,1,4
"A",98,0,276,0,30,"High",3772,1,4
"A",55,1,2411,1,30,"High",3730,1,4
"B",75,0,884,1,70,"Low",3749,2,4
"B",46,1,1486,1,70,"Low",3721,2,4
"B",22,1,4714,1,70,"Low",3697,2,4
"B",8,0,3547,1,70,"Low",3683,2,4
"B",36,1,2708,0,70,"Low",3711,2,4
"B",28,1,3777,1,70,"Low",3703,2,4
"B",77,0,368,1,70,"Low",3751,2,4
"B",88,0,179,1,70,"Low",3762,2,4
"B",17,1,1671,1,70,"Low",3692,2,4
"B",61,0,1781,0,70,"Low",3736,2,4
"B",39,1,2359,1,70,"Low",3714,2,4
"B",32,0,1012,0,70,"Low",3707,2,4
"B",59,1,1214,0,70,"Low",3734,2,4
"B",3,0,1639,1,70,"Low",3678,2,4
"B",90,0,919,1,70,"Low",3764,2,4
"B",95,1,620,1,70,"Low",3769,2,4
"B",44,0,1068,1,70,"Low",3719,2,4
"B",71,0,1765,0,70,"Low",3745,2,4
"B",53,1,6782,0,70,"Low",3728,2,4
"B",11,0,5773,1,70,"Low",3686,2,4
"B",51,1,8389,1,70,"Low",3726,2,4
"B",99,0,152,1,70,"Low",3773,2,4
"B",15,1,1638,1,70,"Low",3690,2,4
"B",83,0,106,0,70,"Low",3757,2,4
"C",5,0,19233,0,30,"Low",3680,2,4
"C",58,1,903,0,30,"Low",3733,2,4
"C",34,0,1362,1,30,"Low",3709,2,4
"C",65,0,10585,0,30,"Low",3740,2,4
"C",26,1,4622,1,30,"Low",3701,2,4
"C",62,0,1755,0,30,"Low",3737,2,4
"C",20,1,1482,0,30,"Low",3695,2,4
"C",85,0,653,0,30,"Low",3759,2,4
"C",31,0,11499,1,30,"Low",3706,2,4
"C",73,0,534,0,30,"Low",3747,2,4
"C",56,0,1373,0,30,"Low",3731,2,4
"C",70,1,4486,0,30,"Low",3744,2,4
"C",52,0,2496,0,30,"Low",3727,2,4
"C",24,0,2647,0,30,"Low",3699,2,4
"C",48,0,3821,1,30,"Low",3723,2,4
"C",14,0,2150,0,30,"Low",3689,2,4
"C",96,1,340,0,30,"Low",3770,2,4
"C",2,0,6670,0,30,"Low",3677,2,4
"C",100,0,55,0,30,"Low",3774,2,4
"C",43,0,1015,0,30,"Low",3718,2,4
"C",40,0,2004,0,30,"Low",3715,2,4
"C",92,1,853,1,30,"Low",3766,2,4
"C",79,0,285,1,30,"Low",3753,2,4
"C",10,0,3459,0,30,"Low",3685,2,4
"C",82,0,212,0,30,"Low",3756,2,4
"D",37,1,1765,1,70,"High",3712,1,4
"D",21,0,2026,1,70,"High",3696,1,4
"D",4,1,7036,1,70,"High",3679,1,4
"D",66,0,1887,1,70,"High",3741,1,4
"D",63,1,1245,1,70,"High",3738,1,4
"D",6,1,4092,1,70,"High",3681,1,4
"D",76,1,1284,0,70,"High",3750,1,4
"D",45,1,1927,0,70,"High",3720,1,4
"D",19,1,1490,0,70,"High",3694,1,4
"D",49,1,1787,1,70,"High",3724,1,4
"D",80,0,303,1,70,"High",3754,1,4
"D",57,0,1237,0,70,"High",3732,1,4
"D",9,1,2488,1,70,"High",3684,1,4
"D",27,1,1587,1,70,"High",3702,1,4
"D",91,1,658,1,70,"High",3765,1,4
"D",84,0,335,0,70,"High",3758,1,4
"D",72,1,1300,0,70,"High",3746,1,4
"D",86,0,164,1,70,"High",3760,1,4
"D",33,0,3965,1,70,"High",3708,1,4
"D",13,0,2047,0,70,"High",3688,1,4
"D",97,0,939,1,70,"High",3771,1,4
"D",42,1,949,1,70,"High",3717,1,4
"D",93,1,411,1,70,"High",3767,1,4
"D",54,1,1238,1,70,"High",3729,1,4
"D",30,1,2571,1,70,"High",3705,1,4
"A",26,1,5099,1,30,"High",4595,3,5
"A",69,1,261,0,30,"High",4638,3,5
"A",33,0,247,0,30,"High",4602,3,5
"A",29,1,191,0,30,"High",4598,3,5
"A",38,1,187,1,30,"High",4607,3,5
"A",76,0,310,0,30,"High",4645,3,5
"A",23,1,8271,1,30,"High",4592,3,5
"A",59,1,74,1,30,"High",4628,3,5
"A",19,1,2285,0,30,"High",4588,3,5
"A",98,1,296,1,30,"High",4665,3,5
"A",85,1,150,0,30,"High",4653,3,5
"A",79,1,835,0,30,"High",4647,3,5
"A",81,0,172,0,30,"High",4649,3,5
"A",64,0,132,0,30,"High",4633,3,5
"A",66,1,504,0,30,"High",4635,3,5
"A",11,0,1306,0,30,"High",4580,3,5
"A",52,1,113,0,30,"High",4621,3,5
"A",91,1,167,0,30,"High",4659,3,5
"A",55,1,176,0,30,"High",4624,3,5
"A",16,0,601,1,30,"High",4585,3,5
"A",44,1,372,1,30,"High",4613,3,5
"A",48,1,225,1,30,"High",4617,3,5
"A",8,1,702,0,30,"High",4577,3,5
"B",30,1,205,1,70,"Low",4599,3,5
"B",71,0,246,0,70,"Low",4640,3,5
"B",53,0,202,0,70,"Low",4622,3,5
"B",77,0,208,1,70,"Low",4646,3,5
"B",74,0,229,1,70,"Low",4643,3,5
"B",5,1,2006,1,70,"Low",4574,3,5
"B",61,0,218,1,70,"Low",4630,3,5
"B",24,1,6035,1,70,"Low",4593,3,5
"B",50,1,24,1,70,"Low",4619,3,5
"B",27,1,988,1,70,"Low",4596,3,5
"B",2,0,1766,0,70,"Low",4571,3,5
"B",90,1,103,1,70,"Low",4658,3,5
"B",15,1,787,1,70,"Low",4584,3,5
"B",43,1,72,1,70,"Low",4612,3,5
"B",99,1,175,0,70,"Low",4666,3,5
"B",35,1,416,1,70,"Low",4604,3,5
"B",20,1,1364,1,70,"Low",4589,3,5
"B",96,1,598,1,70,"Low",4663,3,5
"B",65,1,176,0,70,"Low",4634,3,5
"B",37,1,248,1,70,"Low",4606,3,5
"B",87,1,169,1,70,"Low",4655,3,5
"B",82,0,98,0,70,"Low",4650,3,5
"B",47,1,5270,1,70,"Low",4616,3,5
"B",9,1,1589,1,70,"Low",4578,3,5
"B",57,1,91,1,70,"Low",4626,3,5
"C",72,0,326,1,30,"Low",4641,3,5
"C",100,0,224,0,30,"Low",4667,3,5
"C",83,0,49,0,30,"Low",4651,3,5
"C",28,1,329,1,30,"Low",4597,3,5
"C",21,0,2036,1,30,"Low",4590,3,5
"C",34,1,388,1,30,"Low",4603,3,5
"C",75,0,122,1,30,"Low",4644,3,5
"C",7,0,1225,1,30,"Low",4576,3,5
"C",80,1,146,0,30,"Low",4648,3,5
"C",3,0,2891,0,30,"Low",4572,3,5
"C",51,1,102,1,30,"Low",4620,3,5
"C",94,1,643,0,30,"Low",4661,3,5
"C",40,1,149,0,30,"Low",4609,3,5
"C",60,1,121,0,30,"Low",4629,3,5
"C",42,0,133,0,30,"Low",4611,3,5
"C",31,1,180,0,30,"Low",4600,3,5
"C",92,1,51,0,30,"Low",4660,3,5
"C",68,1,162,0,30,"Low",4637,3,5
"C",63,1,33,0,30,"Low",4632,3,5
"C",10,1,747,0,30,"Low",4579,3,5
"C",17,0,743,1,30,"Low",4586,3,5
"C",56,0,223,1,30,"Low",4625,3,5
"C",88,1,45,1,30,"Low",4656,3,5
"C",46,1,382,1,30,"Low",4615,3,5
"C",13,1,1348,0,30,"Low",4582,3,5
"D",25,1,655,1,70,"High",4594,3,5
"D",67,0,175,1,70,"High",4636,3,5
"D",84,0,10,0,70,"High",4652,3,5
"D",41,1,373,0,70,"High",4610,3,5
"D",86,1,316,1,70,"High",4654,3,5
"D",58,1,120,1,70,"High",4627,3,5
"D",32,1,239,1,70,"High",4601,3,5
"D",18,1,892,0,70,"High",4587,3,5
"D",22,1,186,1,70,"High",4591,3,5
"D",89,1,124,1,70,"High",4657,3,5
"D",49,1,181,1,70,"High",4618,3,5
"D",36,1,207,1,70,"High",4605,3,5
"D",70,1,215,0,70,"High",4639,3,5
"D",14,1,1053,1,70,"High",4583,3,5
"D",54,1,199,1,70,"High",4623,3,5
"D",45,1,519,1,70,"High",4614,3,5
"D",4,1,935,0,70,"High",4573,3,5
"D",6,1,953,1,70,"High",4575,3,5
"D",95,0,20,0,70,"High",4662,3,5
"D",62,1,120,1,70,"High",4631,3,5
"D",39,1,34,1,70,"High",4608,3,5
"D",12,1,886,1,70,"High",4581,3,5
"D",73,1,455,0,70,"High",4642,3,5
"D",97,1,229,0,70,"High",4664,3,5
"A",63,1,842,0,30,"High",6313,1,6
"A",33,1,4926,0,30,"High",6285,1,6
"A",76,1,1112,0,30,"High",6326,1,6
"A",66,1,583,1,30,"High",6316,1,6
"A",25,1,6949,1,30,"High",6277,1,6
"A",18,1,3837,0,30,"High",6270,1,6
"A",83,0,1168,1,30,"High",6333,1,6
"A",71,1,2666,0,30,"High",6321,1,6
"A",50,1,2153,0,30,"High",6301,1,6
"A",9,1,3365,0,30,"High",6261,1,6
"A",87,0,5523,0,30,"High",6337,1,6
"A",47,1,1149,0,30,"High",6298,1,6
"A",7,1,6045,0,30,"High",6259,1,6
"A",31,1,1789,0,30,"High",6283,1,6
"A",91,0,755,1,30,"High",6341,1,6
"A",79,0,1557,0,30,"High",6329,1,6
"A",93,0,964,1,30,"High",6343,1,6
"A",22,1,12068,1,30,"High",6274,1,6
"A",41,0,1752,0,30,"High",6293,1,6
"A",55,1,2319,0,30,"High",6306,1,6
"A",15,1,3613,1,30,"High",6267,1,6
"A",39,1,8650,1,30,"High",6291,1,6
"A",4,1,5778,0,30,"High",6256,1,6
"A",100,0,1028,1,30,"High",6350,1,6
"B",88,1,2117,1,70,"Low",6338,2,6
"B",10,0,4858,1,70,"Low",6262,2,6
"B",40,1,15925,1,70,"Low",6292,2,6
"B",5,1,4675,1,70,"Low",6257,2,6
"B",27,0,2950,1,70,"Low",6279,2,6
"B",3,0,5050,1,70,"Low",6255,2,6
"B",13,0,43253,0,70,"Low",6265,2,6
"B",17,1,3924,1,70,"Low",6269,2,6
"B",61,1,489,0,70,"Low",6311,2,6
"B",51,1,976,0,70,"Low",6302,2,6
"B",80,1,1506,0,70,"Low",6330,2,6
"B",90,0,1194,1,70,"Low",6340,2,6
"B",23,0,8304,0,70,"Low",6275,2,6
"B",29,1,1753,1,70,"Low",6281,2,6
"B",57,1,3620,0,70,"Low",6308,2,6
"B",68,0,709,1,70,"Low",6318,2,6
"B",82,0,1562,0,70,"Low",6332,2,6
"B",74,0,733,1,70,"Low",6324,2,6
"B",72,1,422,1,70,"Low",6322,2,6
"B",94,1,1293,1,70,"Low",6344,2,6
"B",36,0,1455,0,70,"Low",6288,2,6
"B",43,0,4860,1,70,"Low",6295,2,6
"B",54,1,519,1,70,"Low",6305,2,6
"B",98,0,1238,1,70,"Low",6348,2,6
"C",20,1,19973,1,30,"Low",6272,3,6
"C",46,1,3431,0,30,"Low",6297,3,6
"C",14,0,9343,0,30,"Low",6266,3,6
"C",2,0,2260,0,30,"Low",6254,3,6
"C",35,1,1490,0,30,"Low",6287,3,6
"C",60,0,738,0,30,"Low",6310,3,6
"C",32,1,3252,0,30,"Low",6284,3,6
"C",75,1,612,1,30,"Low",6325,3,6
"C",8,1,6027,0,30,"Low",6260,3,6
"C",49,1,3664,0,30,"Low",6300,3,6
"C",65,1,422,0,30,"Low",6315,3,6
"C",24,1,1229,0,30,"Low",6276,3,6
"C",38,0,2653,0,30,"Low",6290,3,6
"C",26,1,11664,1,30,"Low",6278,3,6
"C",86,1,1421,0,30,"Low",6336,3,6
"C",96,1,1399,0,30,"Low",6346,3,6
"C",42,1,3238,0,30,"Low",6294,3,6
"C",84,1,1297,1,30,"Low",6334,3,6
"C",53,0,1010,0,30,"Low",6304,3,6
"C",77,1,1624,1,30,"Low",6327,3,6
"C",89,0,1251,0,30,"Low",6339,3,6
"C",62,1,1172,1,30,"Low",6312,3,6
"C",99,1,1921,0,30,"Low",6349,3,6
"C",11,0,7304,0,30,"Low",6263,3,6
"C",70,0,720,0,30,"Low",6320,3,6
"D",1,1,4428,1,70,"High",6253,1,6
"D",56,0,2611,1,70,"High",6307,1,6
"D",85,0,1265,1,70,"High",6335,1,6
"D",44,1,6659,1,70,"High",6296,1,6
"D",73,1,532,1,70,"High",6323,1,6
"D",6,0,3972,1,70,"High",6258,1,6
"D",48,0,1546,0,70,"High",6299,1,6
"D",21,0,4094,0,70,"High",6273,1,6
"D",64,0,325,1,70,"High",6314,1,6
"D",92,0,1655,0,70,"High",6342,1,6
"D",52,1,673,0,70,"High",6303,1,6
"D",12,1,1424,0,70,"High",6264,1,6
"D",95,0,1414,1,70,"High",6345,1,6
"D",69,1,373,1,70,"High",6319,1,6
"D",28,0,5631,1,70,"High",6280,1,6
"D",16,1,6628,0,70,"High",6268,1,6
"D",59,1,658,1,70,"High",6309,1,6
"D",81,0,683,1,70,"High",6331,1,6
